"","SICto","SICfrom","value"
"9232","69.1","78",266.1053312
"9233","69.2","78",232.5514863
"9234","70","78",1186.720714
"9235","71","78",694.2814566
"9236","72","78",92.41855421
"9237","73","78",116.2685187
"9238","74","78",52.21860174
"9240","77","78",102.3677651
"9241","78","78",3827.955091
"9242","79","78",191.7338287
"9243","80","78",1.092115027
"9244","81","78",53.58728173
"9245","82","78",29.27702877
"9246","84","78",101.8692134
"9247","85","78",158.8584029
"9248","86","78",3.410195724
"9249","87-88","78",0.33808988
"9250","90","78",1.149268363
"9251","91","78",18.40590818
"9252","92","78",1.642135463
"9253","93","78",13.03690614
"9254","94","78",171.6579273
"9255","95","78",9.603169113
"9256","96","78",75.14144234
"9262","8","79",2.867162519
"9264","10.1","79",0.95572084
"9265","10.2-3","79",8.601487557
"9266","10.4","79",0.95572084
"9267","10.5","79",1.911441679
"9269","10.7","79",1.911441679
"9270","10.8","79",8.601487557
"9272","11.01-6","79",2.867162519
"9273","11.07","79",2.867162519
"9275","13","79",0.95572084
"9277","15","79",0.95572084
"9278","16","79",1.911441679
"9279","17","79",2.867162519
"9280","18","79",115.6422216
"9281","19","79",64.9890171
"9283","20B","79",1.911441679
"9284","20C","79",0.95572084
"9285","20.3","79",0.95572084
"9286","20.4","79",1.911441679
"9289","22","79",32.49450855
"9290","23OTHER","79",1.911441679
"9294","25OTHER","79",0.95572084
"9296","26","79",1.911441679
"9297","27","79",1.911441679
"9299","29","79",0.95572084
"9302","30OTHER","79",0.95572084
"9303","31","79",0.95572084
"9304","32","79",5.734325038
"9305","33.15","79",9.557208397
"9306","33.16","79",1.911441679
"9307","33OTHER","79",7.645766718
"9308","35.1","79",33.45022939
"9309","35.2-3","79",2.867162519
"9310","36","79",0.95572084
"9311","37","79",1.911441679
"9312","38","79",9.557208397
"9314","41-43","79",187.3212846
"9315","45","79",64.03329626
"9316","46","79",11.46865008
"9318","49.1-2","79",12.42437092
"9319","49.3-5","79",210.2585847
"9320","50","79",30.58306687
"9321","51","79",2.867162519
"9322","52","79",0.95572084
"9323","53","79",10.51292924
"9324","55","79",4.778604199
"9325","56","79",2.867162519
"9326","58","79",0.95572084
"9328","61","79",92.70492145
"9329","62","79",279.0704852
"9330","63","79",16.24725427
"9331","64","79",422.4286111
"9332","65.1-3","79",16.24725427
"9333","66","79",3.822883359
"9334","68.1-2","79",136.6680801
"9336","69.1","79",21.98157931
"9337","69.2","79",60.2104129
"9338","70","79",75.50194634
"9339","71","79",111.8193382
"9340","72","79",4.778604199
"9341","73","79",42.05171695
"9342","74","79",12.42437092
"9344","77","79",147.1810093
"9345","78","79",85.05915473
"9346","79","79",3592.554636
"9347","80","79",75.50194634
"9348","81","79",16.24725427
"9349","82","79",40.14027527
"9350","84","79",1.911441679
"9351","85","79",43.00743779
"9352","86","79",0.95572084
"9357","93","79",62.12185458
"9358","94","79",5.734325038
"9359","95","79",1.911441679
"9360","96","79",3.822883359
"9364","5","80",0.3515201
"9365","06 & 07","80",4.372646645
"9366","8","80",0.227742338
"9368","10.1","80",2.251558515
"9369","10.2-3","80",4.834555084
"9370","10.4","80",1.20461604
"9371","10.5","80",4.4574276
"9372","10.6","80",0.147920176
"9373","10.7","80",4.512437059
"9374","10.8","80",7.124561777
"9375","10.9","80",0.138738224
"9376","11.01-6","80",1.192531163
"9377","11.07","80",1.380562476
"9379","13","80",0.495070027
"9381","15","80",3.326204626
"9382","16","80",2.316163127
"9383","17","80",7.167829907
"9384","18","80",9.476903004
"9385","19","80",6.346652446
"9386","20A","80",1.228508036
"9387","20B","80",4.754726253
"9388","20C","80",1.149989406
"9389","20.3","80",1.246389443
"9390","20.4","80",7.944524559
"9393","22","80",3.018082838
"9394","23OTHER","80",1.305507991
"9395","23.5-6","80",1.714974922
"9396","24.1-3","80",0.158770887
"9397","24.4-5","80",0.511099136
"9398","25OTHER","80",2.176664332
"9400","26","80",1.42576819
"9401","27","80",3.022414771
"9402","28","80",1.25194041
"9403","29","80",1.323083099
"9404","30.1","80",0.138738224
"9407","31","80",2.428860085
"9408","32","80",7.921723075
"9409","33.15","80",0.291649197
"9411","33OTHER","80",2.481480424
"9412","35.1","80",26.05363286
"9413","35.2-3","80",5.023218313
"9414","36","80",1.882449983
"9415","37","80",0.331400398
"9416","38","80",7.494183199
"9418","41-43","80",37.14862617
"9419","45","80",100.8438875
"9420","46","80",33.69894445
"9422","49.1-2","80",1.130159934
"9423","49.3-5","80",15.64211867
"9424","50","80",0.220817807
"9425","51","80",1.09014544
"9426","52","80",35.77091786
"9427","53","80",19.67448284
"9429","56","80",1.318000988
"9430","58","80",5.515953808
"9432","61","80",45.36507996
"9433","62","80",138.34656
"9434","63","80",34.79182739
"9435","64","80",97.72898817
"9436","65.1-3","80",2.672984805
"9437","66","80",24.03030321
"9438","68.1-2","80",13.74555586
"9439","68.3","80",0.1771305
"9440","69.1","80",78.76879421
"9441","69.2","80",59.80975172
"9442","70","80",129.7563561
"9443","71","80",100.2480073
"9444","72","80",10.82915023
"9445","73","80",52.39154091
"9446","74","80",2.150696871
"9448","77","80",14.78206769
"9449","78","80",125.8612527
"9450","79","80",1.090621397
"9451","80","80",167.6410306
"9452","81","80",156.9030327
"9453","82","80",2.638396156
"9454","84","80",16.18017486
"9455","85","80",20.228775
"9456","86","80",0.266035251
"9461","93","80",2.500244794
"9462","94","80",24.55317868
"9463","95","80",1.224819412
"9464","96","80",12.91446771
"9465","1","81",0.166115672
"9470","8","81",0.90762218
"9472","10.1","81",3.634669571
"9473","10.2-3","81",15.23166115
"9474","10.4","81",3.581087833
"9475","10.5","81",5.428339239
"9476","10.6","81",0.114674709
"9477","10.7","81",8.568882531
"9478","10.8","81",16.27284685
"9479","10.9","81",3.536719706
"9480","11.01-6","81",3.625667212
"9481","11.07","81",8.04599869
"9483","13","81",11.63758385
"9485","15","81",5.319683937
"9486","16","81",51.0400543
"9487","17","81",49.18422724
"9488","18","81",35.61749973
"9489","19","81",8.869848351
"9490","20A","81",1.767733128
"9491","20B","81",2.682418293
"9492","20C","81",2.672059682
"9494","20.4","81",121.3327758
"9495","20.5","81",0.948404668
"9497","22","81",35.99909679
"9498","23OTHER","81",3.896008374
"9499","23.5-6","81",8.97478422
"9501","24.4-5","81",5.397911932
"9502","25OTHER","81",9.073735251
"9504","26","81",1.372720623
"9505","27","81",2.721017236
"9506","28","81",0.888260539
"9507","29","81",0.93615528
"9508","30.1","81",3.515440463
"9511","31","81",6.187157912
"9512","32","81",6.58902917
"9513","33.15","81",6.152706838
"9515","33OTHER","81",20.82830302
"9516","35.1","81",67.725995
"9517","35.2-3","81",8.878176199
"9518","36","81",19.31491986
"9519","37","81",4.431225184
"9520","38","81",69.53595676
"9522","41-43","81",56.20306806
"9523","45","81",46.36308251
"9524","46","81",141.0520151
"9526","49.1-2","81",0.979308876
"9527","49.3-5","81",43.94291934
"9528","50","81",3.742821069
"9529","51","81",0.943773678
"9530","52","81",134.57751
"9531","53","81",62.63870762
"9532","55","81",1.774260408
"9533","56","81",6.329423565
"9534","58","81",1.948293981
"9536","61","81",144.288481
"9537","62","81",204.0326916
"9538","63","81",55.47905196
"9539","64","81",267.3551609
"9540","65.1-3","81",9.179508561
"9541","66","81",39.9071149
"9542","68.1-2","81",74.59578398
"9543","68.3","81",4.395503209
"9544","69.1","81",167.3300216
"9545","69.2","81",114.6735865
"9546","70","81",231.0007039
"9547","71","81",398.3010183
"9548","72","81",36.33198129
"9549","73","81",93.58720864
"9550","74","81",22.93013902
"9552","77","81",36.29211207
"9553","78","81",114.9701572
"9554","79","81",1.23857199
"9555","80","81",53.76734152
"9556","81","81",1999.151785
"9557","82","81",4.705876438
"9558","84","81",28.30201496
"9559","85","81",50.35882923
"9560","86","81",6.189812065
"9561","87-88","81",0.958527041
"9564","92","81",0.91212922
"9565","93","81",10.60722245
"9566","94","81",44.26621575
"9567","95","81",1.789153396
"9568","96","81",8.515687399
"9569","1","82",1.70716977
"9572","5","82",2.790834069
"9573","06 & 07","82",33.46020565
"9574","8","82",0.703567043
"9576","10.1","82",76.12893669
"9577","10.2-3","82",29.84884902
"9578","10.4","82",7.682549037
"9579","10.5","82",14.10042643
"9580","10.6","82",0.678262729
"9581","10.7","82",14.89082137
"9582","10.8","82",24.45926124
"9584","11.01-6","82",8.533932895
"9585","11.07","82",18.83889891
"9587","13","82",4.730531361
"9589","15","82",3.590811165
"9590","16","82",13.73209125
"9591","17","82",48.23951411
"9592","18","82",15.03461871
"9593","19","82",102.5763051
"9594","20A","82",2.431067231
"9595","20B","82",19.83915761
"9596","20C","82",4.19768248
"9597","20.3","82",1.477636656
"9598","20.4","82",12.16523678
"9599","20.5","82",2.265913359
"9600","21","82",21.30142308
"9601","22","82",26.31580704
"9602","23OTHER","82",4.455356853
"9603","23.5-6","82",5.505353601
"9604","24.1-3","82",3.810894526
"9605","24.4-5","82",4.438718812
"9606","25OTHER","82",13.09753396
"9607","25.4","82",0.670383428
"9608","26","82",25.20926983
"9609","27","82",19.59754819
"9610","28","82",12.13329109
"9611","29","82",6.948492857
"9613","30.3","82",1.160211499
"9614","30OTHER","82",1.095867976
"9615","31","82",19.44909883
"9616","32","82",5.948642569
"9617","33.15","82",0.318073487
"9618","33.16","82",0.785701379
"9619","33OTHER","82",17.12233639
"9620","35.1","82",172.5621546
"9621","35.2-3","82",45.72736218
"9622","36","82",1.526979517
"9623","37","82",8.141733681
"9624","38","82",20.91790044
"9626","41-43","82",82.63709127
"9627","45","82",108.5215041
"9628","46","82",94.93550131
"9630","49.1-2","82",1.567863168
"9631","49.3-5","82",96.70954926
"9632","50","82",3.70607727
"9633","51","82",5.428604416
"9634","52","82",286.0365935
"9635","53","82",114.6485365
"9636","55","82",3.250792733
"9637","56","82",25.31661378
"9638","58","82",17.44368099
"9639","59-60","82",0.136506768
"9640","61","82",223.9769354
"9641","62","82",385.476808
"9642","63","82",200.135572
"9643","64","82",551.1175989
"9644","65.1-3","82",16.36073701
"9645","66","82",149.6054158
"9646","68.1-2","82",39.81136571
"9648","69.1","82",476.511605
"9649","69.2","82",364.2931875
"9650","70","82",1119.5964
"9651","71","82",801.4398619
"9652","72","82",79.01356279
"9653","73","82",332.7230392
"9654","74","82",531.5036769
"9656","77","82",89.51188086
"9657","78","82",388.812628
"9658","79","82",7.440074121
"9659","80","82",11.00676213
"9660","81","82",56.7409495
"9661","82","82",2770.271446
"9662","84","82",73.44868095
"9663","85","82",95.81760222
"9664","86","82",2.716372853
"9665","87-88","82",4.32661512
"9666","90","82",6.116004966
"9667","91","82",19.57855275
"9668","92","82",1.057057996
"9669","93","82",5.048932345
"9670","94","82",72.99433818
"9671","95","82",5.871757107
"9672","96","82",2.681765
"9680","10.1","84",12
"9681","10.2-3","84",8
"9684","10.6","84",1
"9686","10.8","84",1
"9689","11.07","84",1
"9691","13","84",3
"9693","15","84",18
"9694","16","84",2
"9695","17","84",86
"9696","18","84",133
"9698","20A","84",3
"9700","20C","84",6
"9701","20.3","84",10
"9702","20.4","84",21
"9705","22","84",14
"9706","23OTHER","84",8
"9707","23.5-6","84",28
"9710","25OTHER","84",3
"9711","25.4","84",329
"9716","30.1","84",119
"9719","31","84",46
"9720","32","84",1
"9724","35.1","84",110
"9725","35.2-3","84",47
"9726","36","84",41
"9727","37","84",3
"9728","38","84",132
"9729","39","84",4
"9730","41-43","84",791
"9731","45","84",40
"9734","49.1-2","84",63
"9735","49.3-5","84",109
"9738","52","84",10
"9739","53","84",210
"9742","58","84",51
"9743","59-60","84",26
"9744","61","84",299
"9745","62","84",316
"9747","64","84",480
"9748","65.1-3","84",64
"9749","66","84",4
"9750","68.1-2","84",418
"9751","68.3","84",1
"9752","69.1","84",422
"9753","69.2","84",62
"9754","70","84",210
"9755","71","84",145
"9756","72","84",40
"9757","73","84",174
"9758","74","84",29
"9759","75","84",1
"9760","77","84",28
"9761","78","84",130
"9762","79","84",30
"9763","80","84",85
"9764","81","84",94
"9765","82","84",22
"9766","84","84",44
"9767","85","84",734
"9768","86","84",26
"9769","87-88","84",2
"9771","91","84",28
"9773","93","84",11
"9774","94","84",33
"9775","95","84",83
"9776","96","84",59
"9777","1","85",12.723148
"9784","10.1","85",18.03506022
"9785","10.2-3","85",32.82423889
"9786","10.4","85",19.87940887
"9787","10.5","85",17.91371035
"9788","10.6","85",21.48998573
"9789","10.7","85",19.88974724
"9790","10.8","85",32.10168087
"9791","10.9","85",0.977177332
"9792","11.01-6","85",2.175610146
"9793","11.07","85",15.09989885
"9795","13","85",22.59039509
"9796","14","85",10.74772368
"9797","15","85",25.54687307
"9798","16","85",25.60952572
"9799","17","85",81.08945004
"9800","18","85",42.36536596
"9801","19","85",62.12172201
"9802","20A","85",5.8805815
"9803","20B","85",27.5499086
"9804","20C","85",9.825009508
"9805","20.3","85",24.48475372
"9806","20.4","85",70.68521632
"9807","20.5","85",39.10127393
"9808","21","85",38.14600145
"9809","22","85",31.58394036
"9810","23OTHER","85",7.886424824
"9811","23.5-6","85",10.79564376
"9813","24.4-5","85",1.972355618
"9814","25OTHER","85",30.42712188
"9816","26","85",67.62303161
"9817","27","85",14.88871363
"9818","28","85",8.905121584
"9819","29","85",40.11141443
"9821","30.3","85",0.99238291
"9823","31","85",50.19995878
"9824","32","85",88.17152116
"9827","33OTHER","85",9.080781787
"9828","35.1","85",98.6974341
"9829","35.2-3","85",46.34795336
"9830","36","85",22.55280008
"9831","37","85",9.953743822
"9832","38","85",9.200289021
"9833","39","85",1.9536008
"9834","41-43","85",137.6856642
"9835","45","85",58.3133624
"9836","46","85",3.468433969
"9838","49.1-2","85",9.812041658
"9839","49.3-5","85",76.45983993
"9840","50","85",11.8040125
"9841","51","85",9.881965983
"9842","52","85",43.09251598
"9843","53","85",64.3264574
"9844","55","85",35.24015955
"9845","56","85",47.1464314
"9846","58","85",46.31188375
"9847","59-60","85",19.83891045
"9848","61","85",33.35271918
"9849","62","85",238.9788013
"9850","63","85",20.06575749
"9851","64","85",58.53799815
"9852","65.1-3","85",9.183577879
"9853","66","85",9.64590312
"9854","68.1-2","85",29.50586523
"9856","69.1","85",54.42159299
"9857","69.2","85",42.70701168
"9858","70","85",103.4201977
"9859","71","85",73.1695156
"9860","72","85",124.3746333
"9861","73","85",48.84355658
"9862","74","85",123.3725497
"9863","75","85",1.9536008
"9864","77","85",85.2048262
"9865","78","85",117.0901238
"9866","79","85",90.65909482
"9867","80","85",24.4406935
"9868","81","85",84.31828892
"9869","82","85",77.6274189
"9870","84","85",5.264823986
"9871","85","85",1065.876769
"9872","86","85",4.949880033
"9873","87-88","85",42.03852512
"9874","90","85",4.941412708
"9875","91","85",16.04482444
"9877","93","85",4.105863713
"9878","94","85",29.83043179
"9879","95","85",34.33438674
"9880","96","85",27.540509
"9881","1","86",3.972946499
"9888","10.1","86",3.972946499
"9889","10.2-3","86",3.972946499
"9891","10.5","86",2.979709875
"9893","10.7","86",0.993236625
"9894","10.8","86",3.972946499
"9897","11.07","86",1.98647325
"9899","13","86",0.993236625
"9901","15","86",0.993236625
"9903","17","86",4.966183124
"9904","18","86",8.939129624
"9905","19","86",1.98647325
"9906","20A","86",0.993236625
"9908","20C","86",7.945892999
"9913","22","86",2.979709875
"9915","23.5-6","86",0.993236625
"9918","25OTHER","86",0.993236625
"9922","28","86",0.993236625
"9923","29","86",2.979709875
"9926","30OTHER","86",2.979709875
"9927","31","86",1.98647325
"9928","32","86",0.993236625
"9931","33OTHER","86",0.993236625
"9932","35.1","86",54.62801437
"9933","35.2-3","86",28.80386212
"9934","36","86",0.993236625
"9935","37","86",86.41158636
"9936","38","86",208.5796912
"9937","39","86",3.972946499
"9938","41-43","86",68.53332711
"9939","45","86",24.83091562
"9940","46","86",0.993236625
"9942","49.1-2","86",0.993236625
"9943","49.3-5","86",23.837679
"9946","52","86",21.85120575
"9947","53","86",12.91207612
"9950","58","86",2.979709875
"9951","59-60","86",5.959419749
"9952","61","86",12.91207612
"9953","62","86",314.8560101
"9954","63","86",24.83091562
"9955","64","86",654.5429358
"9956","65.1-3","86",93.36424274
"9957","66","86",2.979709875
"9958","68.1-2","86",30.79033537
"9960","69.1","86",36.74975512
"9961","69.2","86",9.932366248
"9962","70","86",5.959419749
"9963","71","86",19.8647325
"9964","72","86",62.57390737
"9965","73","86",7.945892999
"9966","74","86",14.89854937
"9967","75","86",7.945892999
"9968","77","86",33.77004524
"9969","78","86",99.32366248
"9970","79","86",32.77680862
"9971","80","86",2.979709875
"9972","81","86",18.87149587
"9973","82","86",48.66859462
"9974","84","86",84.42511311
"9975","85","86",293.998041
"9976","86","86",307.9033537
"9977","87-88","86",501.5844955
"9978","90","86",1.98647325
"9979","91","86",1.98647325
"9982","94","86",5.959419749
"9983","95","86",6.952656374
"9984","96","86",41.71593824
"9985","1","87.88",5.973730964
"9992","10.1","87.88",41.81611675
"9993","10.2-3","87.88",124.4527284
"9994","10.4","87.88",417.1655457
"9995","10.5","87.88",74.67163706
"9996","10.6","87.88",1.991243655
"9997","10.7","87.88",122.4614848
"9998","10.8","87.88",173.238198
"9999","10.9","87.88",44.80298223
"10000","11.01-6","87.88",15.92994924
"10001","11.07","87.88",28.87303299
"10002","12","87.88",0.995621827
"10003","13","87.88",29.86865482
"10004","14","87.88",2.986865482
"10005","15","87.88",28.87303299
"10006","16","87.88",22.89930203
"10007","17","87.88",94.5840736
"10008","18","87.88",50.7767132
"10009","19","87.88",234.9667513
"10010","20A","87.88",5.973730964
"10012","20C","87.88",5.973730964
"10013","20.3","87.88",53.76357868
"10014","20.4","87.88",99.56218274
