"","SICto","SICfrom","value"
"5879","37","39",9.898648649
"5881","39","39",29.69594595
"5882","41-43","39",6.929054054
"5884","46","39",9.898648649
"5887","49.3-5","39",3.959459459
"5890","52","39",1.97972973
"5891","53","39",1.97972973
"5896","61","39",1.97972973
"5897","62","39",3.959459459
"5899","64","39",2.969594595
"5902","68.1-2","39",2.969594595
"5904","69.1","39",2.969594595
"5907","71","39",3.959459459
"5908","72","39",2.969594595
"5909","73","39",1.97972973
"5910","74","39",0.989864865
"5912","77","39",4.949324324
"5913","78","39",3.959459459
"5916","81","39",0.989864865
"5917","82","39",4.949324324
"5928","96","39",4.949324324
"5929","1","41.43",97.82349065
"5930","2","41.43",93.37275637
"5931","3","41.43",0.33149834
"5932","5","41.43",8.45381365
"5933","06 & 07","41.43",119.0472855
"5934","8","41.43",335.5251652
"5935","9","41.43",14.39721074
"5936","10.1","41.43",11.72420172
"5937","10.2-3","41.43",24.56310408
"5938","10.4","41.43",7.248356586
"5939","10.5","41.43",9.444778419
"5940","10.6","41.43",4.346298714
"5941","10.7","41.43",10.55894301
"5942","10.8","41.43",123.2720451
"5943","10.9","41.43",0.315100804
"5944","11.01-6","41.43",15.50100204
"5945","11.07","41.43",11.23092907
"5947","13","41.43",115.4075642
"5948","14","41.43",2.14178605
"5949","15","41.43",13.08406602
"5950","16","41.43",2591.349931
"5951","17","41.43",255.4846615
"5952","18","41.43",33.51131314
"5953","19","41.43",225.6227572
"5954","20A","41.43",10.3306989
"5955","20B","41.43",52.8833702
"5956","20C","41.43",19.04495755
"5957","20.3","41.43",547.9446566
"5958","20.4","41.43",56.44769214
"5959","20.5","41.43",3.480353895
"5960","21","41.43",4.651421123
"5961","22","41.43",3111.162756
"5962","23OTHER","41.43",2643.256905
"5963","23.5-6","41.43",4626.590785
"5964","24.1-3","41.43",58.46412983
"5965","24.4-5","41.43",174.0408536
"5966","25OTHER","41.43",4145.300789
"5967","25.4","41.43",0.124153111
"5968","26","41.43",68.24615546
"5969","27","41.43",610.6930043
"5970","28","41.43",16.57814661
"5971","29","41.43",10.91264321
"5972","30.1","41.43",0.145605802
"5973","30.3","41.43",3.948092917
"5974","30OTHER","41.43",0.311975218
"5975","31","41.43",73.29481277
"5976","32","41.43",165.6998898
"5977","33.15","41.43",6.556671188
"5978","33.16","41.43",11.39028662
"5979","33OTHER","41.43",2727.807464
"5980","35.1","41.43",889.7796566
"5981","35.2-3","41.43",190.2131054
"5982","36","41.43",4.179411532
"5983","37","41.43",35.80839929
"5984","38","41.43",118.4935361
"5985","39","41.43",0.309153377
"5986","41-43","41.43",44509.11702
"5987","45","41.43",2283.265888
"5988","46","41.43",3072.107318
"5990","49.1-2","41.43",4.510977325
"5991","49.3-5","41.43",1152.218742
"5992","50","41.43",26.13655067
"5993","51","41.43",3.17579971
"5994","52","41.43",363.7120985
"5995","53","41.43",202.3350861
"5996","55","41.43",5.858862219
"5997","56","41.43",53.59233356
"5998","58","41.43",37.77614175
"5999","59-60","41.43",0.472196368
"6000","61","41.43",399.3356982
"6001","62","41.43",1708.563907
"6002","63","41.43",144.2540775
"6003","64","41.43",3184.335553
"6004","65.1-3","41.43",161.6507953
"6005","66","41.43",215.5092493
"6006","68.1-2","41.43",1102.402168
"6007","68.3","41.43",4.153240436
"6008","69.1","41.43",918.5520086
"6009","69.2","41.43",620.0208216
"6010","70","41.43",1013.412106
"6011","71","41.43",3948.026859
"6012","72","41.43",96.60210289
"6013","73","41.43",549.863988
"6014","74","41.43",295.6845068
"6015","75","41.43",0.292661459
"6016","77","41.43",6495.136968
"6017","78","41.43",951.8846117
"6018","79","41.43",99.51652129
"6019","80","41.43",806.6924413
"6020","81","41.43",488.7338661
"6021","82","41.43",553.7644885
"6022","84","41.43",1083.422182
"6023","85","41.43",225.8960613
"6024","86","41.43",10.62368808
"6025","87-88","41.43",12.35027427
"6026","90","41.43",0.306094482
"6027","91","41.43",0.674649064
"6028","92","41.43",17.4890119
"6029","93","41.43",7.508373186
"6030","94","41.43",28.91799305
"6031","95","41.43",2.188173288
"6032","96","41.43",24.903508
"6033","1","45",14.5378526
"6040","10.1","45",8.094835978
"6041","10.2-3","45",20.41344174
"6042","10.4","45",2.140608216
"6043","10.5","45",7.078882412
"6044","10.6","45",0.260824819
"6045","10.7","45",7.332835998
"6046","10.8","45",20.08789781
"6048","11.01-6","45",3.885039705
"6049","11.07","45",1.372697334
"6051","13","45",54.04652168
"6053","15","45",141.1299858
"6054","16","45",18.37556546
"6055","17","45",49.59934742
"6056","18","45",89.27055753
"6057","19","45",90.36881523
"6059","20B","45",30.69104846
"6060","20C","45",1.103593191
"6061","20.3","45",9.572489451
"6062","20.4","45",40.5862099
"6063","20.5","45",1.025434684
"6064","21","45",2.959864561
"6065","22","45",589.1698028
"6066","23OTHER","45",83.07203539
"6067","23.5-6","45",2.070451604
"6068","24.1-3","45",36.50765762
"6069","24.4-5","45",30.73277139
"6070","25OTHER","45",217.1294783
"6072","26","45",11.65003687
"6073","27","45",81.40063933
"6074","28","45",10.18073759
"6075","29","45",525.6307655
"6077","30.3","45",3.380512288
"6078","30OTHER","45",0.989338586
"6079","31","45",18.29841867
"6080","32","45",50.20294754
"6081","33.15","45",5.917180302
"6082","33.16","45",1.970313504
"6083","33OTHER","45",273.2116011
"6084","35.1","45",224.0115411
"6085","35.2-3","45",66.77631921
"6086","36","45",1.025027007
"6087","37","45",15.04606148
"6088","38","45",32.93916158
"6090","41-43","45",444.1007824
"6091","45","45",2687.433892
"6092","46","45",442.5302372
"6094","49.1-2","45",4.196802131
"6095","49.3-5","45",1058.520867
"6096","50","45",24.41241438
"6097","51","45",4.037082598
"6098","52","45",594.5191933
"6099","53","45",198.3866831
"6100","55","45",1.077631164
"6101","56","45",14.89321151
"6102","58","45",63.78403501
"6104","61","45",321.0088477
"6105","62","45",1196.657373
"6106","63","45",121.8212225
"6107","64","45",868.6245939
"6108","65.1-3","45",57.20034285
"6109","66","45",28.28259603
"6110","68.1-2","45",129.0910675
"6112","69.1","45",163.8424418
"6113","69.2","45",178.1615992
"6114","70","45",382.2892608
"6115","71","45",514.5529576
"6116","72","45",1.41146068
"6117","73","45",443.6807753
"6118","74","45",109.5484417
"6120","77","45",556.7387106
"6121","78","45",42.34868098
"6122","79","45",654.8216016
"6123","80","45",40.78892251
"6124","81","45",120.9530777
"6125","82","45",217.7268747
"6126","84","45",25.60006738
"6127","85","45",33.3314457
"6128","86","45",5.116477719
"6129","87-88","45",16.86033674
"6133","93","45",1.837243279
"6134","94","45",2.526508951
"6136","96","45",0.297357639
"6137","1","46",400.5739204
"6138","2","46",11.02102789
"6139","3","46",1.643157895
"6140","5","46",2.066910773
"6141","06 & 07","46",7.580709891
"6142","8","46",38.22059387
"6143","9","46",39.04988678
"6144","10.1","46",100.4116143
"6145","10.2-3","46",175.6069188
"6146","10.4","46",25.84667035
"6147","10.5","46",111.5506167
"6148","10.6","46",195.5006324
"6149","10.7","46",539.9766881
"6150","10.8","46",373.8582541
"6151","10.9","46",53.04967036
"6152","11.01-6","46",9.07106163
"6153","11.07","46",34.15248534
"6154","12","46",0.368457165
"6155","13","46",176.2651488
"6157","15","46",1.152049881
"6158","16","46",86.88169035
"6159","17","46",830.5076964
"6160","18","46",235.5866966
"6161","19","46",372.7697745
"6162","20A","46",32.27416385
"6163","20B","46",168.9218032
"6164","20C","46",37.39839874
"6165","20.3","46",78.13651229
"6166","20.4","46",120.217154
"6167","20.5","46",53.81912946
"6168","21","46",87.09238988
"6169","22","46",853.9542747
"6170","23OTHER","46",317.3248406
"6171","23.5-6","46",151.2332318
"6172","24.1-3","46",93.15723852
"6173","24.4-5","46",119.7960298
"6174","25OTHER","46",439.3828482
"6175","25.4","46",1.817398104
"6176","26","46",337.524129
"6177","27","46",201.0458637
"6178","28","46",172.3327489
"6179","29","46",54.49631242
"6181","30.3","46",11.39841569
"6182","30OTHER","46",5.174098448
"6183","31","46",33.40061537
"6184","32","46",294.5124504
"6185","33.15","46",4.933717222
"6186","33.16","46",54.06497478
"6187","33OTHER","46",298.113035
"6188","35.1","46",778.6380393
"6189","35.2-3","46",257.0004503
"6190","36","46",17.63347793
"6191","37","46",29.66503321
"6192","38","46",147.9645965
"6194","41-43","46",3217.883693
"6195","45","46",2031.456193
"6196","46","46",1139.906331
"6198","49.1-2","46",17.8865965
"6199","49.3-5","46",9532.652021
"6200","50","46",157.6966356
"6201","51","46",11.39339499
"6202","52","46",8233.172543
"6203","53","46",1455.387457
"6204","55","46",4.159560009
"6205","56","46",68.5016359
"6206","58","46",93.54261184
"6207","59-60","46",0.198314516
"6208","61","46",1893.425967
"6209","62","46",2128.855469
"6210","63","46",365.831891
"6211","64","46",2355.499372
"6212","65.1-3","46",201.1817576
"6213","66","46",291.2658308
"6214","68.1-2","46",2323.543083
"6216","69.1","46",790.9313492
"6217","69.2","46",643.1585789
"6218","70","46",598.7194178
"6219","71","46",797.9799898
"6220","72","46",119.3828351
"6221","73","46",929.793187
"6222","74","46",144.1973239
"6223","75","46",3.505003692
"6224","77","46",434.4386789
"6225","78","46",1085.55145
"6226","79","46",365.3313333
"6227","80","46",163.8793664
"6228","81","46",521.5755857
"6229","82","46",592.8611742
"6230","84","46",117.2665582
"6231","85","46",224.0109428
"6232","86","46",20.69811521
"6233","87-88","46",2.163931571
"6235","91","46",0.562031813
"6236","92","46",0.198439374
"6237","93","46",5.198623
"6238","94","46",20.32415828
"6239","95","46",22.34697867
"6240","96","46",21.50593678
"6241","1","47",124.5360972
"6243","3","47",0.188029746
"6246","8","47",3.670888537
"6248","10.1","47",305.4670353
"6249","10.2-3","47",780.6874492
"6250","10.4","47",49.63667227
"6251","10.5","47",390.2064827
"6252","10.6","47",92.90771941
"6253","10.7","47",928.1922109
"6254","10.8","47",781.4449705
"6255","10.9","47",0.438099155
"6256","11.01-6","47",72.29606401
"6257","11.07","47",43.73359247
"6259","13","47",76.35860864
"6260","14","47",0.966485615
"6261","15","47",41.54795613
"6262","16","47",66.08886229
"6263","17","47",265.9039445
"6264","18","47",106.2881371
"6265","19","47",714.2266044
"6266","20A","47",3.69353479
"6267","20B","47",28.45746154
"6268","20C","47",10.12057372
"6269","20.3","47",27.44762222
"6270","20.4","47",73.92957995
"6271","20.5","47",0.929192483
"6272","21","47",95.78694984
"6273","22","47",8.000513702
"6274","23OTHER","47",83.94108756
"6275","23.5-6","47",11.16527092
"6276","24.1-3","47",0.952968729
"6277","24.4-5","47",15.8133492
"6278","25OTHER","47",170.1078101
"6280","26","47",88.00420775
"6281","27","47",234.8551806
"6282","28","47",43.54000679
"6283","29","47",1.010862877
"6285","30.3","47",3.809423301
"6286","30OTHER","47",0.91239614
"6287","31","47",37.41525886
"6288","32","47",100.7083467
"6289","33.15","47",2.377120963
"6290","33.16","47",0.519770362
"6291","33OTHER","47",85.61426839
"6292","35.1","47",1243.43828
"6293","35.2-3","47",149.9102894
"6294","36","47",27.55571239
"6295","37","47",26.73622912
"6296","38","47",59.1338874
"6298","41-43","47",10320.76672
"6299","45","47",941.4756901
"6300","46","47",540.0155486
"6302","49.1-2","47",4.643458118
"6303","49.3-5","47",1711.572023
"6304","50","47",22.06975008
"6305","51","47",2.838162846
"6306","52","47",861.7682958
"6307","53","47",466.6385912
"6308","55","47",33.11330204
"6309","56","47",326.8168026
"6310","58","47",79.11697248
"6311","59-60","47",0.687833716
"6312","61","47",664.658582
"6313","62","47",1040.353945
"6314","63","47",383.0195553
"6315","64","47",2438.816972
"6316","65.1-3","47",120.980916
"6317","66","47",155.4490927
"6318","68.1-2","47",4910.528786
"6319","68.3","47",1.81985603
"6320","69.1","47",277.5283298
"6321","69.2","47",622.0642394
"6322","70","47",4479.519637
"6323","71","47",766.9593057
"6324","72","47",55.79255275
"6325","73","47",1598.261444
"6326","74","47",133.1282337
"6327","75","47",1.291172676
"6328","77","47",137.7069908
"6329","78","47",741.8345739
"6330","79","47",822.9824527
"6331","80","47",79.97219221
"6332","81","47",384.3937703
"6333","82","47",446.8430864
"6334","84","47",261.9806951
"6335","85","47",254.9549825
"6336","86","47",4.667772542
"6337","87-88","47",47.53205179
"6339","91","47",0.797755129
"6340","92","47",3.985906815
"6341","93","47",2.724706461
"6342","94","47",22.98383975
"6343","95","47",34.94167166
"6344","96","47",109.7940858
"6350","8","49.1.2",0.963883723
"6352","10.1","49.1.2",4.819418616
"6353","10.2-3","49.1.2",8.674953509
"6355","10.5","49.1.2",5.783302339
"6357","10.7","49.1.2",6.747186062
"6358","10.8","49.1.2",11.56660468
"6360","11.01-6","49.1.2",1.927767446
"6361","11.07","49.1.2",5.783302339
"6363","13","49.1.2",0.963883723
"6365","15","49.1.2",2.89165117
"6366","16","49.1.2",5.783302339
"6367","17","49.1.2",4.819418616
"6368","18","49.1.2",0.963883723
"6369","19","49.1.2",164.8241167
"6370","20A","49.1.2",0.963883723
"6372","20C","49.1.2",0.963883723
"6373","20.3","49.1.2",5.783302339
"6374","20.4","49.1.2",2.89165117
"6376","21","49.1.2",0.963883723
"6377","22","49.1.2",25.0609768
"6378","23OTHER","49.1.2",27.95262797
"6379","23.5-6","49.1.2",37.59146521
"6380","24.1-3","49.1.2",4.819418616
"6381","24.4-5","49.1.2",0.963883723
"6382","25OTHER","49.1.2",49.15806988
"6385","27","49.1.2",3.855534893
"6386","28","49.1.2",0.963883723
"6387","29","49.1.2",0.963883723
"6390","30OTHER","49.1.2",0.963883723
"6391","31","49.1.2",1.927767446
"6392","32","49.1.2",10.60272096
"6395","33OTHER","49.1.2",111.8105119
"6396","35.1","49.1.2",185.0656749
"6397","35.2-3","49.1.2",22.16932563
"6399","37","49.1.2",4.819418616
"6400","38","49.1.2",12.5304884
"6402","41-43","49.1.2",49.15806988
"6403","45","49.1.2",253.5014192
"6404","46","49.1.2",16.38602329
"6406","49.1-2","49.1.2",7.711069786
"6407","49.3-5","49.1.2",44.33865127
"6408","50","49.1.2",5.783302339
"6410","52","49.1.2",2263.198982
"6411","53","49.1.2",15.42213957
"6413","56","49.1.2",11.56660468
"6414","58","49.1.2",6.747186062
"6416","61","49.1.2",30.84427914
"6417","62","49.1.2",313.26221
"6418","63","49.1.2",33.73593031
"6419","64","49.1.2",80.96623275
"6420","65.1-3","49.1.2",4.819418616
"6421","66","49.1.2",7.711069786
"6422","68.1-2","49.1.2",11.56660468
"6423","68.3","49.1.2",0.963883723
"6424","69.1","49.1.2",45.30253499
"6425","69.2","49.1.2",25.0609768
"6426","70","49.1.2",48.19418616
"6427","71","49.1.2",43.37476754
"6428","72","49.1.2",18.31379074
"6429","73","49.1.2",99.28002349
"6430","74","49.1.2",14.45825585
"6432","77","49.1.2",1161.479886
"6433","78","49.1.2",46.26641871
"6434","79","49.1.2",21.20544191
"6435","80","49.1.2",6.747186062
"6436","81","49.1.2",20.24155819
"6437","82","49.1.2",30.84427914
"6438","84","49.1.2",102.1716747
"6439","85","49.1.2",23.13320936
"6440","86","49.1.2",0.963883723
"6446","94","49.1.2",6.747186062
"6448","96","49.1.2",7.711069786
"6449","1","49.3.5",13.35665217
"6450","2","49.3.5",0.285870642
"6451","3","49.3.5",0.310175439
"6452","5","49.3.5",5.748270352
"6453","06 & 07","49.3.5",66.46302852
"6454","8","49.3.5",8.709767937
"6455","9","49.3.5",27.93877253
"6456","10.1","49.3.5",12.49269587
"6457","10.2-3","49.3.5",25.86230466
"6458","10.4","49.3.5",0.424662721
"6459","10.5","49.3.5",9.164276155
"6460","10.6","49.3.5",5.18112577
"6461","10.7","49.3.5",7.362766961
"6462","10.8","49.3.5",23.01357498
"6463","10.9","49.3.5",0.156263547
"6464","11.01-6","49.3.5",0.481328655
"6465","11.07","49.3.5",2.000888929
"6467","13","49.3.5",6.551937997
"6469","15","49.3.5",6.061693833
"6470","16","49.3.5",5.925664786
"6471","17","49.3.5",65.40481842
"6472","18","49.3.5",14.35357808
"6473","19","49.3.5",581.1941431
"6474","20A","49.3.5",1.740562195
"6475","20B","49.3.5",15.43941671
"6476","20C","49.3.5",1.421541239
"6477","20.3","49.3.5",9.759009442
"6478","20.4","49.3.5",13.30748725
"6479","20.5","49.3.5",1.203849701
"6480","21","49.3.5",4.990335921
"6481","22","49.3.5",463.9612233
"6482","23OTHER","49.3.5",22.6468166
"6483","23.5-6","49.3.5",14.58668825
"6484","24.1-3","49.3.5",24.47372923
"6485","24.4-5","49.3.5",8.212688346
"6486","25OTHER","49.3.5",56.10462444
"6487","25.4","49.3.5",0.18298731
"6488","26","49.3.5",16.71203741
"6489","27","49.3.5",133.1363224
"6490","28","49.3.5",12.54234269
"6491","29","49.3.5",10.19345924
"6493","30.3","49.3.5",0.523477585
"6494","30OTHER","49.3.5",0.112399425
"6495","31","49.3.5",7.415006926
"6496","32","49.3.5",30.48086019
"6497","33.15","49.3.5",2.658739447
"6498","33.16","49.3.5",4.975452876
"6499","33OTHER","49.3.5",118.5637196
"6500","35.1","49.3.5",385.249532
"6501","35.2-3","49.3.5",110.5398168
"6502","36","49.3.5",11.70709839
"6503","37","49.3.5",12.8966597
"6504","38","49.3.5",56.05817407
"6506","41-43","49.3.5",466.8362582
"6507","45","49.3.5",1554.136723
"6508","46","49.3.5",194.814684
"6510","49.1-2","49.3.5",1.78881983
"6511","49.3-5","49.3.5",1082.827721
"6512","50","49.3.5",9.388601698
"6513","51","49.3.5",2.031578734
"6514","52","49.3.5",1637.826623
"6515","53","49.3.5",141.5758719
"6516","55","49.3.5",3.98996062
"6517","56","49.3.5",8.143826074
"6518","58","49.3.5",14.64587087
"6519","59-60","49.3.5",0.150237743
"6520","61","49.3.5",293.9458723
"6521","62","49.3.5",631.2856594
"6522","63","49.3.5",143.2467302
"6523","64","49.3.5",727.1349281
"6524","65.1-3","49.3.5",59.40427638
"6525","66","49.3.5",34.94598687
"6526","68.1-2","49.3.5",266.8728037
"6528","69.1","49.3.5",195.5453914
"6529","69.2","49.3.5",225.4635793
"6530","70","49.3.5",163.681008
"6531","71","49.3.5",252.994135
"6532","72","49.3.5",46.10615867
"6533","73","49.3.5",477.2352322
"6534","74","49.3.5",105.0832313
"6536","77","49.3.5",1046.090677
"6537","78","49.3.5",433.4093492
"6538","79","49.3.5",1456.149426
"6539","80","49.3.5",45.37985347
"6540","81","49.3.5",122.1231117
"6541","82","49.3.5",349.2041333
"6542","84","49.3.5",1822.250922
"6543","85","49.3.5",89.26964922
"6544","86","49.3.5",3.424641096
"6545","87-88","49.3.5",9.049660554
"6549","93","49.3.5",0.740102382
"6550","94","49.3.5",18.2521749
"6551","95","49.3.5",21.95104987
"6552","96","49.3.5",12.59023579
"6553","1","50",34.79063719
"6555","3","50",20.36559099
"6560","10.1","50",1.935444756
"6561","10.2-3","50",19.33352809
"6562","10.4","50",3.866025822
"6563","10.5","50",5.798439532
"6565","10.7","50",9.664065886
"6566","10.8","50",15.47053331
"6567","10.9","50",0.136842105
"6568","11.01-6","50",4.832299255
"6569","11.07","50",1.932946333
"6571","13","50",0.978530774
"6574","16","50",0.9666729
"6576","18","50",0.966539744
"6577","19","50",58.05834584
"6582","20.4","50",1.948126093
"6585","22","50",18.39726727
"6586","23OTHER","50",1.933212645
"6589","24.4-5","50",0.966539744
"6590","25OTHER","50",29.00825344
"6593","27","50",2.904412842
"6594","28","50",0.967072368
"6595","29","50",0.969069704
"6596","30.1","50",0.976932904
"6599","31","50",0.969437635
"6600","32","50",3.871022668
"6601","33.15","50",286.1537187
"6603","33OTHER","50",26.11023208
"6604","35.1","50",40.69150506
"6605","35.2-3","50",8.752421369
"6607","37","50",5.807697364
"6608","38","50",22.24686937
"6610","41-43","50",419.5363681
"6611","45","50",122.767136
"6612","46","50",24.23290282
"6614","49.1-2","50",0.974567637
"6615","49.3-5","50",19.33412378
"6616","50","50",1880.640513
"6617","51","50",1.932946333
"6618","52","50",1270.858437
"6619","53","50",29.96685991
"6620","55","50",0.966539744
"6621","56","50",5.798572688
"6622","58","50",5.798572688
"6624","61","50",68.6442707
"6625","62","50",711.3334068
"6626","63","50",39.62480063
"6627","64","50",155.7091355
"6628","65.1-3","50",18.37977831
"6629","66","50",95.67784748
"6630","68.1-2","50",133.3804874
"6632","69.1","50",186.5958009
"6633","69.2","50",73.49980213
"6634","70","50",69.602313
"6635","71","50",121.7776163
"6636","72","50",27.05938448
"6637","73","50",112.1171141
"6638","74","50",21.27116641
"6640","77","50",8.732686279
"6641","78","50",82.16826877
"6642","79","50",930.6600712
"6643","80","50",10.63366821
"6644","81","50",33.83844674
"6645","82","50",20.3073914
"6646","84","50",25.13016651
"6647","85","50",22.24479495
"6648","86","50",1.935577912
"6654","94","50",1.936408384
"6655","95","50",2.899219766
"6656","96","50",31.96168163
"6665","10.2-3","51",17.60238885
"6666","10.4","51",0.971183555
"6667","10.5","51",7.876556324
"6669","10.7","51",8.782642935
"6670","10.8","51",14.56775333
"6672","11.01-6","51",4.855917775
"6673","11.07","51",6.798284886
"6675","13","51",2.931768712
"6677","15","51",1.335105033
"6678","16","51",0.121084863
"6679","17","51",3.164829415
"6680","18","51",1.134259358
"6681","19","51",375.1554581
"6682","20A","51",0.994289559
"6683","20B","51",0.409466596
"6685","20.3","51",0.256166706
"6686","20.4","51",8.740651996
"6689","22","51",1.030725653
"6690","23OTHER","51",8.796639915
"6691","23.5-6","51",0.971183555
"6692","24.1-3","51",0.18129385
"6693","24.4-5","51",2.777900319
"6694","25OTHER","51",7.112409528
"6696","26","51",2.440923275
"6697","27","51",17.03645083
"6698","28","51",5.807591061
"6701","30.3","51",78.38045663
"6703","31","51",1.064274458
"6704","32","51",7.226636417
"6706","33.16","51",267.3952069
"6707","33OTHER","51",14.78006837
"6708","35.1","51",75.01896105
"6709","35.2-3","51",18.10072529
"6710","36","51",1.078271438
"6711","37","51",4.935011699
"6712","38","51",47.63420621
"6714","41-43","51",300.1917383
"6715","45","51",153.8431382
"6716","46","51",63.48659325
"6718","49.1-2","51",1.008286539
"6719","49.3-5","51",30.26421116
"6720","50","51",10.72501005
"6721","51","51",65.11128913
"6722","52","51",517.5970062
"6723","53","51",42.17102635
"6724","55","51",2.927547645
"6725","56","51",42.90914921
"6726","58","51",13.99270628
"6728","61","51",91.58941182
"6729","62","51",893.0279816
"6730","63","51",114.304552
"6731","64","51",228.9828201
"6732","65.1-3","51",84.6791511
"6733","66","51",74.94843061
"6734","68.1-2","51",233.5312897
"6736","69.1","51",106.5253077
"6737","69.2","51",53.63654256
"6738","70","51",124.6376467
"6739","71","51",45.81326836
"6740","72","51",16.18213107
"6741","73","51",155.1502493
"6742","74","51",24.61973746
"6744","77","51",31.89325278
"6745","78","51",86.96655475
"6746","79","51",821.484368
"6747","80","51",8.740651996
"6748","81","51",119.6186531
"6749","82","51",52.71407566
"6750","84","51",103.3507024
"6751","85","51",88.06859908
"6752","86","51",1.99835503
"6754","90","51",0.971183555
"6755","91","51",3.88473422
"6758","94","51",6.919369748
"6759","95","51",23.30840532
"6760","96","51",89.53995683
"6761","1","52",0.215864759
"6763","3","52",0.12592111
"6766","8","52",8.561260888
"6768","10.1","52",6.670750955
"6769","10.2-3","52",41.02372688
"6770","10.4","52",1.926487393
"6771","10.5","52",12.40224319
"6773","10.7","52",8.621223321
"6774","10.8","52",20.0722153
"6776","11.01-6","52",9.542493314
"6777","11.07","52",32.35453362
"6779","13","52",2.859749873
"6782","16","52",9.518508341
"6783","17","52",46.61130928
"6784","18","52",76.10609302
"6785","19","52",31.75106452
"6786","20A","52",0.95125121
"6787","20B","52",13.31751694
"6788","20C","52",1.902502419
"6789","20.3","52",0.95125121
"6790","20.4","52",4.768248535
"6791","20.5","52",0.95125121
"6793","22","52",76.2140254
"6794","23OTHER","52",16.18326305
"6795","23.5-6","52",8.561260888
"6797","24.4-5","52",0.957247453
"6798","25OTHER","52",19.20491149
"6800","26","52",4.756256049
"6801","27","52",23.79926897
"6802","28","52",10.46975955
"6803","29","52",0.957247453
"6805","30.3","52",10.46376331
"6806","30OTHER","52",1.902502419
"6807","31","52",6.664754711
"6808","32","52",67.56282086
"6809","33.15","52",39.82493641
"6810","33.16","52",44.70880686
"6811","33OTHER","52",114.3120437
"6812","35.1","52",141.0370213
"6813","35.2-3","52",25.73774885
"6815","37","52",13.3534944
"6816","38","52",7.747923274
"6818","41-43","52",988.0986229
"6819","45","52",282.331881
"6820","46","52",67.68874197
"6822","49.1-2","52",17.12851802
"6823","49.3-5","52",550.8943753
"6824","50","52",180.0401536
"6825","51","52",11.427007
"6826","52","52",8201.962981
"6827","53","52",120.043536
"6828","55","52",1.908498663
"6829","56","52",29.52476496
"6830","58","52",75.18482303
"6832","61","52",441.8062946
"6833","62","52",239.3722839
"6834","63","52",205.7161073
"6835","64","52",995.0229093
"6836","65.1-3","52",54.33524758
"6837","66","52",31.98491801
"6838","68.1-2","52",234.8352792
"6840","69.1","52",246.5800871
"6841","69.2","52",278.2210677
"6842","70","52",385.6884695
"6843","71","52",560.091238
"6844","72","52",40.12044562
"6845","73","52",374.5372896
"6846","74","52",123.7945746
"6848","77","52",774.3724509
"6849","78","52",475.1840343
"6850","79","52",251.1971944
"6851","80","52",52.38477521
"6852","81","52",153.3613133
"6853","82","52",299.7700522
"6854","84","52",21.08342894
"6855","85","52",212.2669334
"6856","86","52",2.865746116
"6857","87-88","52",12.36626573
"6861","93","52",1.902502419
"6862","94","52",67.55082838
"6863","95","52",12.38425446
"6864","96","52",48.71168773
"6872","10.1","53",7.541259717
"6873","10.2-3","53",26.3934728
"6874","10.4","53",24.48742572
"6875","10.5","53",13.19767164
"6877","10.7","53",14.13573079
"6878","10.8","53",28.28330787
"6880","11.01-6","53",2.828517695
"6881","11.07","53",16.01870683
"6883","13","53",7.536271781
"6884","14","53",1.883600173
"6885","15","53",1.88983569
"6886","16","53",4.717106429
"6887","17","53",13.19954263
"6888","18","53",3.838902314
"6889","19","53",46.3714372
"6890","20A","53",0.941800077
"6893","20.3","53",0.944918171
"6894","20.4","53",7.535648936
"6895","20.5","53",0.942423565
"6897","22","53",18.34623645
"6898","23OTHER","53",4.728952765
"6899","23.5-6","53",2.834129117
"6901","24.4-5","53",2.838494851
"6902","25OTHER","53",7.555600647
"6904","26","53",1.095804717
"6905","27","53",1.064632134
"6906","28","53",0.942424205
"6907","29","53",0.942424226
"6909","30.3","53",0.942423576
"6910","30OTHER","53",0.941800739
"6911","31","53",6.598836767
"6912","32","53",8.527956928
"6915","33OTHER","53",19.09288674
"6916","35.1","53",132.0359622
"6917","35.2-3","53",20.7420487
"6918","36","53",3.769694267
"6919","37","53",12.24901379
"6920","38","53",13.20266011
"6922","41-43","53",260.6382687
"6923","45","53",246.0567826
"6924","46","53",40.00016212
"6926","49.1-2","53",38.61567466
"6927","49.3-5","53",298.6653609
"6928","50","53",23.55123706
"6929","51","53",13.18644883
"6930","52","53",153.8033418
"6931","53","53",456.9819185
"6933","56","53",0.960506723
"6934","58","53",18.84535595
"6936","61","53",286.9887305
"6937","62","53",524.791437
"6938","63","53",111.2608795
"6939","64","53",339.5119596
"6940","65.1-3","53",34.8634452
"6941","66","53",16.07171807
"6942","68.1-2","53",91.59652969
"6944","69.1","53",68.84568203
"6945","69.2","53",49.99586792
"6946","70","53",121.6350652
"6947","71","53",145.1851253
"6948","72","53",12.25837613
"6949","73","53",253.7664134
"6950","74","53",53.71380203
"6952","77","53",140.3737435
"6953","78","53",177.1888714
"6954","79","53",163.1059987
"6955","80","53",34.86283225
"6956","81","53",53.7256732
"6957","82","53",91.42137334
"6958","84","53",152.588448
"6959","85","53",175.4061314
"6960","86","53",2.831011639
"6962","90","53",0.944294047
"6965","93","53",2.829764591
"6966","94","53",31.13925912
"6967","95","53",5.650801154
"6968","96","53",124.3643769
"6969","1","55",218.963413
"6970","2","55",29.31188209
"6971","3","55",47.86152718
